title,first_name,last_name,emp_no,from_date,salary,birth_date
Staff,Chenxi,Thambidurai,11797,1988-08-30,88050,1954-08-12
Assistant Engineer,Rosine,Grandbois,11805,1985-09-01,40000,1953-06-05
Senior Engineer,Amabile,Bhattacharjee,11810,1992-01-05,41256,1952-12-08
Staff,Gita,Muhlberg,11813,1987-03-16,94687,1952-04-27
Senior Staff,Niranjan,Markovitch,11817,1986-04-12,50638,1955-05-25
Staff,Niranjan,Markovitch,11817,1986-04-12,50638,1955-05-25
Engineer,Arto,Zlotek,11832,1996-02-04,40000,1952-05-18
Staff,Taiji,Nitta,11838,1986-07-11,68674,1955-04-13
Engineer,Shawna,Demeyer,11844,1988-01-27,78049,1953-10-30
Senior Engineer,Shawna,Demeyer,11844,1988-01-27,78049,1953-10-30
Senior Staff,Zeljko,Kusakabe,11853,1988-11-17,61941,1952-06-19
Staff,Zeljko,Kusakabe,11853,1988-11-17,61941,1952-06-19
Senior Staff,Divier,Farrag,11857,1986-08-27,94805,1955-12-03
Staff,Pradeep,Kriebel,11864,1995-11-02,52517,1952-06-14
Engineer,Nalini,Sommen,11871,1993-10-13,67424,1953-05-02
Senior Engineer,Nalini,Sommen,11871,1993-10-13,67424,1953-05-02
Senior Staff,Cheong,Riexinger,11872,1994-02-12,43159,1953-01-17
Staff,Cheong,Riexinger,11872,1994-02-12,43159,1953-01-17
Engineer,Nectarios,Bhattacharjee,11883,1988-04-16,58135,1952-05-27
Senior Engineer,Mitchel,Validov,11894,1988-06-22,56198,1954-12-23
Senior Staff,Cordelia,Setlzner,11897,1988-06-16,80049,1952-11-23
Staff,Cordelia,Setlzner,11897,1988-06-16,80049,1952-11-23
Engineer,Hideo,Boguraev,11906,1999-02-07,81324,1955-04-26
Engineer,Miomir,Mawatari,11915,1992-06-28,58042,1954-08-16
Senior Engineer,Miomir,Mawatari,11915,1992-06-28,58042,1954-08-16
Senior Staff,Gunilla,Chiodo,11931,1991-01-13,73369,1952-10-30
Staff,Gunilla,Chiodo,11931,1991-01-13,73369,1952-10-30
Engineer,Basil,Erman,11933,1987-06-13,56130,1953-08-15
Senior Engineer,Basil,Erman,11933,1987-06-13,56130,1953-08-15
Technique Leader,Martijn,Harbusch,11949,1985-03-11,40000,1953-01-27
Engineer,Jaana,Hedayat,11983,1986-10-11,40000,1953-01-04
Senior Engineer,Jaana,Hedayat,11983,1986-10-11,40000,1953-01-04
Senior Staff,Vidya,Schaar,11987,1988-10-17,40000,1954-12-29
Staff,Vidya,Schaar,11987,1988-10-17,40000,1954-12-29
Engineer,Chinya,Chinin,11988,1985-11-03,57652,1953-08-10
Senior Engineer,Chinya,Chinin,11988,1985-11-03,57652,1953-08-10
Senior Staff,Marit,Dalphin,11993,1996-10-22,56505,1955-10-29
Senior Staff,Zhilian,Coorg,12011,1988-07-22,85833,1953-12-16
Staff,Zhilian,Coorg,12011,1988-07-22,85833,1953-12-16
Staff,Jaewoo,Heiserman,12025,1985-02-28,62126,1953-05-04
Engineer,Visit,Serot,12033,1997-11-30,49992,1955-05-06
Senior Staff,Mads,Ratzlaff,12036,1986-09-05,67143,1953-03-02
Staff,Mads,Ratzlaff,12036,1986-09-05,67143,1953-03-02
Senior Staff,Arunas,Katzenelson,12037,1986-10-01,47805,1954-01-11
Staff,Arunas,Katzenelson,12037,1986-10-01,47805,1954-01-11
Assistant Engineer,Yuchang,Tchuente,12050,1989-04-01,46704,1953-06-08
Engineer,Yuchang,Tchuente,12050,1989-04-01,46704,1953-06-08
Technique Leader,Masako,Khasidashvili,12052,1986-04-07,40000,1953-11-13
Senior Staff,Margareta,Worfolk,12062,1996-01-04,44199,1954-01-20
Assistant Engineer,Ayonca,Burnard,12069,1985-05-13,51928,1953-12-27
Engineer,Ayonca,Burnard,12069,1985-05-13,51928,1953-12-27
Senior Engineer,Ayonca,Burnard,12069,1985-05-13,51928,1953-12-27
Technique Leader,Ger,Shokrollahi,12070,1988-11-14,50233,1955-07-23
Senior Staff,Karlis,Siprelle,12076,1985-03-25,75381,1955-03-16
Senior Staff,Xinan,Yamaashi,12082,1986-01-29,72118,1953-09-20
Staff,Xinan,Yamaashi,12082,1986-01-29,72118,1953-09-20
Engineer,Weijing,Jumpertz,12087,1986-08-16,45432,1953-05-09
Senior Staff,Bilhanan,Socorro,12089,1986-10-22,46288,1954-06-21
Staff,Bilhanan,Socorro,12089,1986-10-22,46288,1954-06-21
Senior Staff,Nobuyoshi,Kuzuoka,12099,1994-02-15,104610,1953-01-12
Staff,Nobuyoshi,Kuzuoka,12099,1994-02-15,104610,1953-01-12
Staff,Becky,Erie,12103,1990-04-23,56188,1955-02-03
Senior Staff,Satyanarayana,Avouris,12112,1989-09-26,76538,1953-07-01
Staff,Satyanarayana,Avouris,12112,1989-09-26,76538,1953-07-01
Engineer,Satoru,Krone,12122,1987-07-24,46398,1954-06-27
Senior Engineer,Satoru,Krone,12122,1987-07-24,46398,1954-06-27
Senior Staff,Xiahua,Syrzycki,12123,1987-07-18,64879,1954-07-08
Staff,Xiahua,Syrzycki,12123,1987-07-18,64879,1954-07-08
Engineer,Shounak,Erman,12125,1997-03-31,41215,1953-04-16
Staff,Yannik,Barreiro,12128,1997-08-16,81527,1953-09-13
Senior Staff,Suebskul,Grandbois,12149,1988-10-01,109934,1954-10-25
Senior Engineer,Shem,Perly,12159,1985-07-17,61210,1955-08-15
Senior Engineer,Xiaobin,Maquelin,12165,1994-08-29,41951,1952-11-19
Senior Engineer,Adel,Nanard,12173,1998-09-20,58321,1955-02-03
Engineer,Harngdar,Iisaku,12183,1998-04-04,40000,1954-06-29
Engineer,Feiyu,Klyachko,12192,1986-09-02,41625,1954-11-06
Senior Engineer,Feiyu,Klyachko,12192,1986-09-02,41625,1954-11-06
Senior Engineer,Sushant,Rossi,12205,1987-11-11,40000,1955-08-24
Assistant Engineer,Barton,Janetzko,12206,1985-03-27,40000,1954-11-21
Engineer,Barton,Janetzko,12206,1985-03-27,40000,1954-11-21
Senior Engineer,Barton,Janetzko,12206,1985-03-27,40000,1954-11-21
Engineer,Yaghout,Strooper,12218,1991-03-12,40000,1954-08-01
Senior Engineer,Yaghout,Strooper,12218,1991-03-12,40000,1954-08-01
Engineer,Vincent,Melter,12221,1985-09-16,56736,1955-07-14
Senior Engineer,Vincent,Melter,12221,1985-09-16,56736,1955-07-14
Senior Staff,Abdelwaheb,Holburn,12222,1987-08-15,55840,1953-03-04
Staff,Abdelwaheb,Holburn,12222,1987-08-15,55840,1953-03-04
Engineer,Niteen,Koyama,12223,1986-08-13,54459,1954-07-27
Senior Engineer,Niteen,Koyama,12223,1986-08-13,54459,1954-07-27
Technique Leader,Subbu,Penttonen,12247,1985-04-09,59183,1952-03-26
Engineer,Eldridge,Sadowski,12249,1987-06-21,70099,1952-09-20
Senior Engineer,Eldridge,Sadowski,12249,1987-06-21,70099,1952-09-20
Engineer,Chaitali,Stafford,12254,1988-12-23,44848,1953-04-04
Senior Staff,Guadalupe,Reghbati,12256,1985-08-26,40000,1955-02-15
Staff,Guadalupe,Reghbati,12256,1985-08-26,40000,1955-02-15
Engineer,Mart,Pagter,12264,1998-01-09,51816,1953-12-30
Senior Staff,Shakhar,Kornyak,12270,1989-08-19,52840,1953-08-10
Staff,Shakhar,Kornyak,12270,1989-08-19,52840,1953-08-10
Senior Staff,Behnaam,Grandbois,12272,1987-12-08,43811,1955-10-16
Staff,Behnaam,Grandbois,12272,1987-12-08,43811,1955-10-16
Engineer,Garnik,Papadias,12274,1988-04-01,40000,1955-02-01
Engineer,Yongmin,Lenart,12276,1993-06-13,59844,1955-05-03
Senior Engineer,Yongmin,Lenart,12276,1993-06-13,59844,1955-05-03
Senior Staff,Godehard,Braccini,12303,1988-06-13,40000,1952-08-20
Senior Staff,Mototsugu,Cronau,12308,1985-08-11,58741,1952-02-17
Staff,Mototsugu,Cronau,12308,1985-08-11,58741,1952-02-17
Senior Engineer,Susanne,Lubachevsky,12311,1985-10-22,40000,1955-02-11
Assistant Engineer,Chenye,Velasco,12312,1988-11-24,52344,1954-04-06
Engineer,Chenye,Velasco,12312,1988-11-24,52344,1954-04-06
Engineer,DAIDA,Bruckman,12327,1986-10-16,67449,1952-05-21
Senior Engineer,DAIDA,Bruckman,12327,1986-10-16,67449,1952-05-21
Senior Staff,Arnould,Genin,12335,1995-12-01,40000,1952-11-25
Engineer,Rasiah,Luga,12341,1985-05-25,40000,1955-02-13
Senior Engineer,Rasiah,Luga,12341,1985-05-25,40000,1955-02-13
Senior Staff,Sorina,Slaats,12343,1988-08-25,52134,1952-10-18
Staff,Sorina,Slaats,12343,1988-08-25,52134,1952-10-18
Engineer,Kamakshi,Bisiani,12365,1988-09-12,40000,1954-01-21
Senior Engineer,Kamakshi,Bisiani,12365,1988-09-12,40000,1954-01-21
Senior Staff,Mooi,Driscoll,12373,1993-11-11,75986,1953-04-26
Senior Staff,Sanjit,Felder,12395,1995-06-05,66909,1955-01-08
Senior Staff,Mihalis,Luga,12399,1987-12-07,85582,1955-11-15
Staff,Mihalis,Luga,12399,1987-12-07,85582,1955-11-15
Senior Staff,Shao,Ibel,12411,1986-08-17,97610,1952-05-31
Staff,Shao,Ibel,12411,1986-08-17,97610,1952-05-31
Engineer,Hugh,Gadepally,12413,1994-03-04,53179,1955-06-17
Senior Engineer,Hugh,Gadepally,12413,1994-03-04,53179,1955-06-17
Staff,Uri,Sluis,12415,1994-10-17,53615,1952-06-05
Senior Engineer,Dannz,Spelt,12417,1998-02-02,67342,1955-11-18
Senior Staff,Berhard,Demos,12422,1993-06-07,71376,1954-12-04
Staff,Berhard,Demos,12422,1993-06-07,71376,1954-12-04
Engineer,Pramod,Marzano,12451,1986-11-26,40000,1955-04-25
Senior Engineer,Pramod,Marzano,12451,1986-11-26,40000,1955-04-25
Staff,Kerryn,Farris,12454,1998-12-18,41347,1954-08-21
Staff,Shai,Milicic,12464,1998-06-01,50448,1955-09-08
Engineer,Filipe,Roison,12475,1987-04-26,40000,1953-03-30
Senior Engineer,Filipe,Roison,12475,1987-04-26,40000,1953-03-30
Senior Staff,Yahiko,Hopewell,12478,1991-07-06,50404,1954-10-23
Staff,Yahiko,Hopewell,12478,1991-07-06,50404,1954-10-23
Senior Staff,Mona,Reghbati,12487,1998-12-07,40000,1954-04-24
Senior Engineer,Arnould,Munck,12489,1986-04-11,63306,1955-01-23
Engineer,Jackson,Muchinsky,12490,1994-05-09,40000,1955-08-08
Senior Engineer,Jackson,Muchinsky,12490,1994-05-09,40000,1955-08-08
Senior Engineer,Filipp,Menhardt,12493,1988-08-08,40000,1953-07-16
Senior Staff,Stein,Penz,12497,1989-09-25,81191,1953-08-26
Staff,Stein,Penz,12497,1989-09-25,81191,1953-08-26
Senior Staff,Morrie,Matheson,12501,1986-06-05,76082,1954-11-22
Engineer,Adly,Rosaz,12504,1997-08-14,40000,1953-01-04
Engineer,Tomofumi,Melter,12514,1999-11-13,54241,1952-11-14
Senior Staff,Conor,Cincotta,12528,1988-09-24,40000,1952-11-20
Staff,Conor,Cincotta,12528,1988-09-24,40000,1952-11-20
Senior Engineer,Yongmao,Gerlach,12534,1985-08-14,66715,1953-01-31
Senior Staff,Shih,Nanard,12541,1988-08-31,93105,1952-04-22
Staff,Shih,Nanard,12541,1988-08-31,93105,1952-04-22
Senior Staff,Kazuhide,Bouloucos,12542,1987-09-12,44176,1954-07-26
Staff,Kazuhide,Bouloucos,12542,1987-09-12,44176,1954-07-26
Engineer,Jeane,Tzvieli,12551,1987-12-04,40000,1954-03-15
Senior Engineer,Jeane,Tzvieli,12551,1987-12-04,40000,1954-03-15
Senior Staff,Aral,Vesna,12553,1987-02-28,40000,1954-05-08
Senior Engineer,Stafford,Kopetz,12557,1988-03-20,41840,1954-01-01
Engineer,Anoosh,Chleq,12589,1988-09-08,59441,1952-11-23
Senior Engineer,Anoosh,Chleq,12589,1988-09-08,59441,1952-11-23
Senior Staff,Breannda,Roisin,12596,1996-09-29,40000,1955-10-10
Assistant Engineer,Ghassan,Simkin,12601,1992-07-09,41714,1955-08-16
Engineer,Ghassan,Simkin,12601,1992-07-09,41714,1955-08-16
Senior Engineer,Ghassan,Simkin,12601,1992-07-09,41714,1955-08-16
Senior Staff,Nectarios,Mondadori,12608,1991-02-22,40000,1955-10-27
Staff,Nectarios,Mondadori,12608,1991-02-22,40000,1955-10-27
Engineer,Xinyu,Restivo,12635,1995-02-03,40000,1952-11-09
Senior Engineer,Xinyu,Restivo,12635,1995-02-03,40000,1952-11-09
Senior Staff,Poorav,Karner,12637,1990-11-02,44370,1955-06-03
Staff,Poorav,Karner,12637,1990-11-02,44370,1955-06-03
Engineer,Yuqun,Seiwald,12638,1999-04-29,56677,1954-11-09
Senior Staff,Suebskul,Gips,12642,1996-10-28,68271,1955-09-27
Staff,Suebskul,Gips,12642,1996-10-28,68271,1955-09-27
Senior Staff,Pragnesh,Bael,12651,1988-01-27,75150,1952-07-24
Assistant Engineer,Leucio,Alvarado,12662,1985-08-27,69016,1952-08-02
Engineer,Leucio,Alvarado,12662,1985-08-27,69016,1952-08-02
Technique Leader,Nobuyoshi,Stellhorn,12663,1986-09-29,49966,1954-10-31
Staff,Zhonghua,Parveen,12664,1999-08-04,40000,1952-05-01
Engineer,Carrsten,Borovoy,12678,1999-06-26,44529,1952-12-07
Engineer,Luerbio,Boudaillier,12689,1992-11-23,59689,1953-01-19
Senior Engineer,Luerbio,Boudaillier,12689,1992-11-23,59689,1953-01-19
Engineer,Oddvar,Gils,12691,1992-08-25,48493,1952-10-17
Senior Engineer,Oddvar,Gils,12691,1992-08-25,48493,1952-10-17
Engineer,Kazuhira,Luders,12694,1995-12-01,53019,1954-12-19
Senior Staff,Uri,Brizzi,12697,1986-07-11,40000,1955-06-25
Staff,Uri,Brizzi,12697,1986-07-11,40000,1955-06-25
Engineer,Ronghao,Botman,12709,1995-02-26,45510,1955-08-09
Senior Engineer,Ronghao,Botman,12709,1995-02-26,45510,1955-08-09
Staff,Tzu,Jiafu,12717,1999-10-20,53194,1953-04-17
Senior Staff,Elliott,Cheshire,12722,1985-03-29,62325,1955-09-23
Senior Engineer,Fumitake,Panwar,12726,1994-05-19,61177,1954-03-27
Engineer,Nahla,Rahier,12729,1992-10-15,51796,1954-05-18
Senior Engineer,Nahla,Rahier,12729,1992-10-15,51796,1954-05-18
Technique Leader,Barry,Perl,12730,1993-07-24,40000,1953-07-01
Senior Staff,Yongmao,Waymire,12731,1988-04-05,40000,1953-05-09
Senior Staff,Mara,Takanami,12732,1988-04-06,74436,1952-09-27
Senior Engineer,Gil,Frijda,12734,1986-03-03,40000,1952-03-05
Senior Staff,Rildo,Rodite,12755,1987-03-18,40196,1955-02-20
Staff,Rildo,Rodite,12755,1987-03-18,40196,1955-02-20
Senior Staff,LiMin,Kuszyk,12759,1987-05-31,49963,1953-05-05
Engineer,Jenwei,Lovengreen,12773,1985-03-05,65556,1952-06-26
Senior Engineer,Jenwei,Lovengreen,12773,1985-03-05,65556,1952-06-26
Assistant Engineer,Mariangiola,Berendt,12775,1991-02-24,69805,1952-10-21
Engineer,Mariangiola,Berendt,12775,1991-02-24,69805,1952-10-21
Senior Staff,Gunilla,Perl,12790,1995-08-08,87760,1953-02-05
Staff,Gunilla,Perl,12790,1995-08-08,87760,1953-02-05
Senior Staff,Masoud,Fordan,12795,1988-06-23,56969,1952-05-06
Staff,Masoud,Fordan,12795,1988-06-23,56969,1952-05-06
Senior Staff,Lillian,Beeson,12798,1987-12-27,81145,1952-05-18
Staff,Lillian,Beeson,12798,1987-12-27,81145,1952-05-18
Senior Staff,Gad,Boissier,12803,1985-03-16,91789,1952-05-12
Staff,Gad,Boissier,12803,1985-03-16,91789,1952-05-12
Senior Staff,Sushant,Junot,12815,1985-02-27,65073,1955-03-25
Staff,Sushant,Junot,12815,1985-02-27,65073,1955-03-25
Engineer,Freyja,Ramras,12816,1985-04-18,66194,1952-10-15
Senior Engineer,Freyja,Ramras,12816,1985-04-18,66194,1952-10-15
Engineer,Mountaz,Gubsky,12819,1989-09-09,48455,1953-07-30
Senior Engineer,Mountaz,Gubsky,12819,1989-09-09,48455,1953-07-30
Senior Staff,Krisda,Cyne,12846,1994-10-16,63962,1954-10-24
Staff,Krisda,Cyne,12846,1994-10-16,63962,1954-10-24
Engineer,Kazuhide,Smeets,12848,1997-05-11,40000,1953-01-17
Senior Staff,Mang,Brobst,12853,1987-01-05,47160,1953-10-06
Staff,Mang,Brobst,12853,1987-01-05,47160,1953-10-06
Engineer,Leif,Matheson,12863,1985-09-06,62803,1954-08-02
Senior Engineer,Leif,Matheson,12863,1985-09-06,62803,1954-08-02
Senior Staff,Marl,Schmittgen,12872,1986-09-09,56040,1953-02-18
Staff,Marl,Schmittgen,12872,1986-09-09,56040,1953-02-18
Engineer,Apostol,Goodrum,12876,1999-09-01,42277,1953-12-05
Engineer,Baruch,Eugenio,12879,1990-06-11,40000,1955-09-07
Senior Engineer,Baruch,Eugenio,12879,1990-06-11,40000,1955-09-07
Senior Staff,Martien,Erni,12888,1986-05-07,41673,1955-11-05
Staff,Martien,Erni,12888,1986-05-07,41673,1955-11-05
Senior Staff,Neven,Casley,12890,1985-10-31,66803,1955-10-05
Senior Staff,Licheng,Crouzet,12893,1987-03-18,50803,1954-10-09
Staff,Licheng,Crouzet,12893,1987-03-18,50803,1954-10-09
Senior Engineer,Roddy,Serot,12895,1993-08-15,40000,1952-04-28
Engineer,Munehiro,Gecsei,12905,1987-07-19,58659,1955-01-24
Senior Engineer,Munehiro,Gecsei,12905,1987-07-19,58659,1955-01-24
Senior Staff,Jacqueline,Porenta,12922,1985-11-20,69441,1955-09-01
Senior Staff,Heekeun,Luby,12926,1985-12-24,68314,1952-04-24
Staff,Heekeun,Luby,12926,1985-12-24,68314,1952-04-24
Staff,Arup,Cincotta,12937,1991-10-27,59206,1953-03-17
Engineer,Odinaldo,Farrar,12940,1987-12-12,49760,1953-10-25
Senior Engineer,Odinaldo,Farrar,12940,1987-12-12,49760,1953-10-25
Engineer,Tommaso,Perelgut,12941,1986-11-06,67069,1954-07-29
Senior Engineer,Tommaso,Perelgut,12941,1986-11-06,67069,1954-07-29
Engineer,Geoff,Asrin,12949,1987-02-12,40000,1955-02-24
Senior Engineer,Geoff,Asrin,12949,1987-02-12,40000,1955-02-24
Senior Staff,Mohammad,Keirsey,12951,1987-09-17,60566,1954-06-15
Staff,Juyoung,Azevdeo,12972,1988-04-03,40000,1952-10-16
Senior Staff,Gift,Frolund,12974,1986-10-24,93034,1953-08-13
Staff,Gift,Frolund,12974,1986-10-24,93034,1953-08-13
Engineer,Byong,Markovitch,12977,1987-08-24,61326,1954-11-29
Senior Engineer,Byong,Markovitch,12977,1987-08-24,61326,1954-11-29
Staff,Elliott,Hambrick,12983,1999-06-28,57252,1954-04-07
Senior Engineer,Florina,Harbusch,13012,1987-12-24,40000,1952-02-12
Senior Staff,Yahiko,Kroll,13030,1993-11-25,51770,1955-02-12
Staff,Yahiko,Kroll,13030,1993-11-25,51770,1955-02-12
Senior Staff,Vivian,Stafford,13046,1987-04-19,40000,1953-03-09
Engineer,Atilio,Chelton,13047,1992-02-26,52323,1953-04-24
Senior Engineer,Atilio,Chelton,13047,1992-02-26,52323,1953-04-24
Staff,Fan,Naudin,13049,1985-10-06,60266,1955-08-28
Technique Leader,Xinglin,Baak,13062,1993-01-08,55665,1953-11-10
Senior Staff,Rosella,Morrin,13075,1986-08-17,40000,1955-05-24
Staff,Rosella,Morrin,13075,1986-08-17,40000,1955-05-24
Engineer,Deniz,Skafidas,13076,1995-01-28,50582,1954-03-09
Engineer,Ibibia,Armand,13096,1994-04-22,52544,1953-01-03
Senior Engineer,Ibibia,Armand,13096,1994-04-22,52544,1953-01-03
Senior Engineer,Srinidhi,Ellozy,13103,1988-06-19,40000,1952-05-09
Staff,Kwun,Landherr,13113,1993-01-16,66941,1953-08-05
Senior Staff,Quingbo,Garnick,13124,1985-03-17,73785,1955-11-06
Senior Staff,Guther,Senzako,13133,1985-09-03,67777,1955-06-21
Staff,Guther,Senzako,13133,1985-09-03,67777,1955-06-21
Engineer,Lorien,Chepyzhov,13134,1987-10-23,51227,1955-06-25
Senior Engineer,Lorien,Chepyzhov,13134,1987-10-23,51227,1955-06-25
Senior Staff,Persi,Nollmann,13144,1989-06-19,52825,1952-07-11
Staff,Persi,Nollmann,13144,1989-06-19,52825,1952-07-11
Senior Staff,Haldon,Erie,13146,1985-05-25,61398,1953-11-01
Senior Staff,Shichao,Ginesta,13147,1993-06-29,77429,1955-12-28
Staff,Shichao,Ginesta,13147,1993-06-29,77429,1955-12-28
Engineer,Akeel,Millington,13156,1992-08-18,48285,1952-04-19
Senior Engineer,Akeel,Millington,13156,1992-08-18,48285,1952-04-19
Engineer,Lucian,Benner,13165,1988-03-16,42796,1954-09-09
Senior Engineer,Lucian,Benner,13165,1988-03-16,42796,1954-09-09
Engineer,Munir,Stentiford,13168,1987-09-11,49210,1954-06-10
Senior Engineer,Munir,Stentiford,13168,1987-09-11,49210,1954-06-10
Senior Staff,Cheong,Bernardeschi,13170,1993-01-09,49012,1955-10-25
Staff,Cheong,Bernardeschi,13170,1993-01-09,49012,1955-10-25
Engineer,Anoosh,Birnbaum,13171,1987-08-31,40000,1954-12-29
Senior Engineer,Anoosh,Birnbaum,13171,1987-08-31,40000,1954-12-29
Senior Staff,Arve,Horswill,13173,1987-09-24,46354,1953-04-20
Staff,Arve,Horswill,13173,1987-09-24,46354,1953-04-20
Staff,Moty,Janocha,13179,1999-02-19,90233,1955-09-09
Engineer,Kokou,Rodite,13182,1999-03-03,46832,1954-02-25
Senior Staff,Kyoichi,Barbanera,13186,1986-04-29,93138,1955-06-19
Staff,Kyoichi,Barbanera,13186,1986-04-29,93138,1955-06-19
Technique Leader,Rosita,Flowers,13192,1993-02-01,43986,1953-01-28
Senior Staff,Aram,Scharstein,13202,1986-03-29,51915,1953-05-10
Staff,Aram,Scharstein,13202,1986-03-29,51915,1953-05-10
Senior Staff,Jianhua,Klassen,13210,1997-07-27,83961,1953-06-19
Staff,Jianhua,Klassen,13210,1997-07-27,83961,1953-06-19
Senior Staff,Hein,Billawala,13213,1988-08-30,61131,1954-12-29
Staff,Hein,Billawala,13213,1988-08-30,61131,1954-12-29
Senior Staff,Premsyl,Famili,13221,1987-02-27,47724,1955-05-17
Staff,Premsyl,Famili,13221,1987-02-27,47724,1955-05-17
Technique Leader,Mitchel,Fujisaki,13232,1986-06-02,40000,1955-01-29
Engineer,Alselm,Chvatal,13233,1987-03-31,49414,1954-08-11
Senior Engineer,Alselm,Chvatal,13233,1987-03-31,49414,1954-08-11
Senior Staff,Ebru,Foote,13238,1993-10-10,40000,1953-02-23
Staff,Ebru,Foote,13238,1993-10-10,40000,1953-02-23
Engineer,King,Pileggi,13240,1994-03-10,49018,1955-02-14
Senior Engineer,King,Pileggi,13240,1994-03-10,49018,1955-02-14
Staff,Fay,Huxford,13243,1999-09-18,67269,1953-12-23
Assistant Engineer,Zeydy,Schusler,13250,1988-10-28,47829,1954-02-20
Engineer,Zeydy,Schusler,13250,1988-10-28,47829,1954-02-20
Senior Engineer,Zeydy,Schusler,13250,1988-10-28,47829,1954-02-20
Senior Staff,Arun,Jiang,13272,1985-03-10,40000,1953-10-11
Senior Staff,Yechiam,Seuren,13276,1986-03-09,65836,1955-05-07
Staff,Yechiam,Seuren,13276,1986-03-09,65836,1955-05-07
Senior Staff,Muneo,Broomell,13288,1987-04-14,40000,1952-08-24
Staff,Muneo,Broomell,13288,1987-04-14,40000,1952-08-24
Engineer,Georg,Stamatiou,13291,1986-10-30,54720,1952-04-29
Senior Engineer,Georg,Stamatiou,13291,1986-10-30,54720,1952-04-29
Staff,Guiseppe,Butner,13299,1997-03-08,40000,1953-12-07
Engineer,Mack,Alencar,13302,1990-09-26,40000,1954-06-21
Senior Engineer,Mack,Alencar,13302,1990-09-26,40000,1954-06-21
Senior Staff,Bikash,Herath,13305,1985-07-17,104969,1952-04-25
Staff,Bikash,Herath,13305,1985-07-17,104969,1952-04-25
Engineer,Sakthirel,Stroustrup,13315,1991-06-02,40000,1955-09-08
Senior Engineer,Sakthirel,Stroustrup,13315,1991-06-02,40000,1955-09-08
Assistant Engineer,Nidapan,Pearson,13332,1987-09-24,40000,1954-12-02
Engineer,Nidapan,Pearson,13332,1987-09-24,40000,1954-12-02
Senior Engineer,Nidapan,Pearson,13332,1987-09-24,40000,1954-12-02
Assistant Engineer,Yoshinari,Hennebert,13333,1988-03-23,50997,1953-07-17
Engineer,Yoshinari,Hennebert,13333,1988-03-23,50997,1953-07-17
Senior Staff,Bodh,Doering,13341,1986-03-11,40000,1953-06-02
Staff,Bodh,Doering,13341,1986-03-11,40000,1953-06-02
Senior Staff,Heon,Usery,13343,1988-07-29,40000,1952-04-06
Staff,Heon,Usery,13343,1988-07-29,40000,1952-04-06
Staff,Kiyokazu,Klassen,13368,1997-09-30,52872,1953-12-29
Senior Engineer,Nakhoon,Riexinger,13371,1991-12-13,40000,1954-01-23
Senior Staff,Juichirou,Naumovich,13373,1991-08-24,82749,1954-09-08
Staff,Juichirou,Naumovich,13373,1991-08-24,82749,1954-09-08
Senior Staff,Claudi,Buchter,13385,1986-06-10,40000,1954-11-15
Technique Leader,Khosrow,Sgarro,13386,1986-02-23,91420,1952-04-27
Senior Staff,Divine,Cmelik,13389,1988-03-23,40000,1954-04-26
Senior Staff,Fumitake,Beidas,13392,1988-08-26,69221,1953-04-05
Staff,Fumitake,Beidas,13392,1988-08-26,69221,1953-04-05
Senior Staff,Chuanyi,Aumann,13396,1994-03-29,40000,1952-05-19
Engineer,Augustine,Dulli,13402,1999-09-12,40000,1955-05-15
Senior Staff,Randy,Baba,13405,1990-05-10,60799,1954-01-19
Engineer,Gio,Chenoweth,13407,1992-10-03,60348,1954-01-09
Senior Engineer,Gio,Chenoweth,13407,1992-10-03,60348,1954-01-09
Engineer,Sreekrishna,Lagarias,13408,1995-07-25,52479,1954-12-27
Senior Engineer,Sreekrishna,Lagarias,13408,1995-07-25,52479,1954-12-27
Technique Leader,Nathalie,Speer,13415,1991-04-25,61838,1955-06-23
Engineer,Vishwani,Gerlach,13422,1988-01-17,59466,1952-08-20
Senior Engineer,Vishwani,Gerlach,13422,1988-01-17,59466,1952-08-20
Senior Staff,Giordano,Miake,13442,1987-06-16,40000,1953-03-14
Staff,Giordano,Miake,13442,1987-06-16,40000,1953-03-14
Engineer,Mayuko,Puppo,13443,1990-12-26,40000,1954-07-22
Senior Engineer,Mayuko,Puppo,13443,1990-12-26,40000,1954-07-22
Engineer,Renee,Dehkordi,13445,1996-11-29,53194,1954-12-22
Senior Staff,Gretta,Weiland,13451,1986-08-23,40000,1952-03-21
